ap16a_Secundario;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Madre] - Secundario
ap16a_Terciario_universitario_o_posgrado;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Madre] - Terciario, universitario o posgrado
ap16a_No_fue_a_la_escuela;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Madre] - No fue a la escuela
ap16b_Blanco;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Padre] - Blanco
ap16b_No_disponible;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Padre] - No disponible
ap16b_Multimarca;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Padre] - Multimarca
ap16b_Primario;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Padre] - Primario
ap16b_Secundario;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Padre] - Secundario
ap16b_Terciario_universitario_o_posgrado;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Padre] - Terciario, universitario o posgrado
ap16b_No_fue_a_la_escuela;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Padre] - No fue a la escuela
ap16c_Blanco;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Madre] - Blanco
ap16c_No_disponible;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Madre] - No disponible
ap16c_Multimarca;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Madre] - Multimarca
ap16c_Primario;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Madre] - Primario
